gene_id	gene_name	seqname	start	end	strand	gene_type	gene_status	havana_gene	full_length	exon_length	exon_num
ENSG00000227245.1	RP11-136C24.2	chr3	43087479	43088068	+	lincRNA	NOVEL	OTTHUMG00000156464.1	590	509	2
ENSG00000222331.1	AC104434.1	chr3	43210741	43210871	-	miRNA	NOVEL	NA	131	131	1
ENSG00000163788.12	SNRK	chr3	43286512	43424764	+	protein_coding	KNOWN	OTTHUMG00000156491.2	138253	6981	35
ENSG00000241939.3	RN7SL517P	chr3	43314951	43315255	+	misc_RNA	KNOWN	NA	305	305	1
ENSG00000271941.1	RP11-188P20.3	chr3	43346923	43347643	-	antisense	NOVEL	OTTHUMG00000185494.1	721	721	1
ENSG00000234617.1	SNRK-AS1	chr3	43349644	43351962	-	antisense	NOVEL	OTTHUMG00000156490.1	2319	750	3
ENSG00000160746.11	ANO10	chr3	43354859	43691594	-	protein_coding	KNOWN	OTTHUMG00000133044.12	336736	5287	109
ENSG00000251811.1	Y_RNA	chr3	43472477	43472596	+	misc_RNA	NOVEL	NA	120	120	1
ENSG00000131584.17	ACAP3	chr1	1292376	1309609	-	protein_coding	KNOWN	OTTHUMG00000002235.4	17234	8809	124
ENSG00000229447.2	RP11-490K7.4	chr1	31263245	31263681	-	processed_pseudogene	KNOWN	OTTHUMG00000003793.2	437	437	1
ENSG00000223916.1	RP11-353H3.1	chr3	43484972	43485880	-	processed_pseudogene	KNOWN	OTTHUMG00000156492.1	909	515	2
ENSG00000011198.6	ABHD5	chr3	43690113	43734371	+	protein_coding	KNOWN	OTTHUMG00000133039.4	44259	3172	29
ENSG00000235886.1	RP4-672N11.1	chr3	43778961	43779982	-	lincRNA	NOVEL	OTTHUMG00000156509.1	1022	411	3
ENSG00000271192.1	RP4-555D20.3	chr3	43996896	43997443	+	lincRNA	NOVEL	OTTHUMG00000185193.1	548	548	1
ENSG00000272121.1	RP4-555D20.4	chr3	43998081	43999149	-	lincRNA	NOVEL	OTTHUMG00000185495.1	1069	1069	1
ENSG00000252980.1	RNU6-367P	chr3	44071087	44071186	+	snRNA	KNOWN	NA	100	100	1
ENSG00000207954.1	MIR138-1	chr3	44114212	44114310	+	miRNA	KNOWN	NA	99	99	1
ENSG00000280435.1	RP4-555D20.1	chr3	44115818	44117487	-	TEC	KNOWN	OTTHUMG00000175703.1	1670	1670	1
ENSG00000261786.1	RP4-555D20.2	chr3	44117299	44122365	+	lincRNA	NOVEL	OTTHUMG00000175704.1	5067	5067	1
ENSG00000173769.4	TOPAZ1	chr3	44241886	44332098	+	protein_coding	KNOWN	OTTHUMG00000156172.1	90213	5334	20
ENSG00000121766.13	ZCCHC17	chr1	31296982	31364953	+	protein_coding	KNOWN	OTTHUMG00000003791.2	67972	1921	77
ENSG00000271937.1	RP11-424N24.2	chr3	44337941	44338552	-	antisense	NOVEL	OTTHUMG00000185518.1	612	612	1
ENSG00000179152.17	TCAIM	chr3	44338119	44409451	+	protein_coding	KNOWN	OTTHUMG00000133049.6	71333	8389	81
ENSG00000225873.1	LINC00694	chr3	44421127	44424007	-	lincRNA	NOVEL	OTTHUMG00000156179.1	2881	732	2
ENSG00000185219.14	ZNF445	chr3	44439770	44477670	-	protein_coding	KNOWN	OTTHUMG00000133042.3	37901	10821	31
ENSG00000178917.13	ZNF852	chr3	44498970	44510640	-	protein_coding	KNOWN	OTTHUMG00000156453.2	11671	4229	13
ENSG00000214825.2	EI24P3	chr3	44524744	44525805	-	processed_pseudogene	KNOWN	OTTHUMG00000156451.1	1062	1062	1
ENSG00000277509.1	RP11-944L7.6	chr3	44528955	44529391	-	processed_pseudogene	KNOWN	OTTHUMG00000187588.1	437	437	1
ENSG00000196345.11	ZKSCAN7	chr3	44555193	44583483	+	protein_coding	KNOWN	OTTHUMG00000186378.1	28291	4048	39
ENSG00000236869.1	RP11-944L7.4	chr3	44557357	44685653	-	antisense	KNOWN	OTTHUMG00000156455.2	128297	456	3
ENSG00000273303.1	RP11-944L7.5	chr3	44565559	44594173	+	protein_coding	KNOWN	OTTHUMG00000133094.7	28615	476	4
ENSG00000229044.1	RP11-266K22.2	chr1	31333067	31346799	-	antisense	NOVEL	OTTHUMG00000003794.1	13733	439	3
ENSG00000144792.8	ZNF660	chr3	44578223	44599694	+	protein_coding	KNOWN	OTTHUMG00000133097.4	21472	6513	12
ENSG00000214820.3	MPRIPP1	chr3	44579938	44581026	-	processed_pseudogene	KNOWN	OTTHUMG00000156454.1	1089	1089	1
ENSG00000186448.13	ZNF197	chr3	44584888	44648471	+	protein_coding	KNOWN	OTTHUMG00000133089.4	63584	6767	33
ENSG00000233509.2	ZNF197-AS1	chr3	44617128	44624797	-	antisense	KNOWN	OTTHUMG00000156308.2	7670	623	2
ENSG00000280942.1	AC099669.1	chr3	44629284	44629372	+	miRNA	NOVEL	NA	89	89	1
ENSG00000169981.9	ZNF35	chr3	44648727	44660791	+	protein_coding	KNOWN	OTTHUMG00000133091.11	12065	2663	20
ENSG00000272077.1	RP11-348P10.2	chr3	44667412	44669364	+	lincRNA	KNOWN	OTTHUMG00000185519.1	1953	1953	1
ENSG00000235805.1	SOCS5P3	chr3	44709311	44710886	-	processed_pseudogene	KNOWN	OTTHUMG00000156450.1	1576	1576	1
ENSG00000196653.10	ZNF502	chr3	44712643	44723831	+	protein_coding	KNOWN	OTTHUMG00000133086.4	11189	3273	13
ENSG00000186446.10	ZNF501	chr3	44729596	44737083	+	protein_coding	KNOWN	OTTHUMG00000133048.4	7488	3910	14
ENSG00000121769.6	FABP3	chr1	31365625	31376850	-	protein_coding	KNOWN	OTTHUMG00000003797.3	11226	1026	18
ENSG00000163807.5	KIAA1143	chr3	44737661	44761662	-	protein_coding	KNOWN	OTTHUMG00000133088.3	24002	5259	7
ENSG00000163808.15	KIF15	chr3	44761717	44873376	+	protein_coding	KNOWN	OTTHUMG00000156307.6	111660	5285	147
ENSG00000238958.1	AC098649.1	chr3	44793015	44793105	-	miRNA	NOVEL	NA	91	91	1
ENSG00000169964.5	TMEM42	chr3	44861869	44865670	+	protein_coding	KNOWN	OTTHUMG00000133092.2	3802	3106	5
ENSG00000207783.1	MIR564	chr3	44861888	44861981	+	miRNA	KNOWN	NA	94	94	1
ENSG00000163810.10	TGM4	chr3	44874608	44914990	+	protein_coding	KNOWN	OTTHUMG00000133096.4	40383	5443	30
ENSG00000235845.1	RP11-272D20.2	chr3	44899178	44900925	+	antisense	KNOWN	OTTHUMG00000156317.1	1748	569	2
ENSG00000163812.12	ZDHHC3	chr3	44915257	44976185	-	protein_coding	KNOWN	OTTHUMG00000133093.8	60929	7609	51
ENSG00000227123.1	RPL12P44	chr3	44937673	44938482	+	processed_pseudogene	KNOWN	OTTHUMG00000156997.2	810	502	2
ENSG00000075914.11	EXOSC7	chr3	44975241	45036066	+	protein_coding	KNOWN	OTTHUMG00000133095.2	60826	4442	57
ENSG00000168528.10	SERINC2	chr1	31409565	31434680	+	protein_coding	KNOWN	OTTHUMG00000003796.2	25116	3549	57
ENSG00000163815.5	CLEC3B	chr3	45001548	45036071	+	protein_coding	KNOWN	OTTHUMG00000133087.2	34524	1105	9
ENSG00000252410.1	RNU5B-3P	chr3	45034474	45034588	-	snRNA	KNOWN	NA	115	115	1
ENSG00000163814.6	CDCP1	chr3	45082278	45146422	-	protein_coding	KNOWN	OTTHUMG00000133090.3	64145	6507	16
ENSG00000224094.1	RPS24P8	chr3	45159774	45160175	-	processed_pseudogene	KNOWN	OTTHUMG00000156988.1	402	402	1
ENSG00000249992.1	TMEM158	chr3	45224466	45226278	-	protein_coding	KNOWN	OTTHUMG00000160317.2	1813	1813	1
ENSG00000202268.2	U3	chr3	45255409	45255620	-	snoRNA	NOVEL	NA	212	212	1
ENSG00000011376.8	LARS2	chr3	45388506	45549421	+	protein_coding	KNOWN	OTTHUMG00000133177.3	160916	5393	88
ENSG00000232455.2	LARS2-AS1	chr3	45483974	45509545	-	antisense	NOVEL	OTTHUMG00000156654.2	25572	575	4
ENSG00000144791.8	LIMD1	chr3	45555394	45686338	+	protein_coding	KNOWN	OTTHUMG00000133453.2	130945	12673	27
ENSG00000251927.1	AC099539.1	chr3	45592255	45592327	+	miRNA	NOVEL	NA	73	73	1
ENSG00000279468.1	AC114494.1	chr1	31428912	31430497	-	protein_coding	KNOWN	NA	1586	1586	1
ENSG00000230530.1	LIMD1-AS1	chr3	45679043	45689134	-	antisense	NOVEL	OTTHUMG00000156652.1	10092	1651	4
ENSG00000211456.9	SACM1L	chr3	45689056	45745424	+	protein_coding	KNOWN	OTTHUMG00000156653.5	56369	7352	138
ENSG00000244357.3	RN7SL145P	chr3	45742675	45742970	+	misc_RNA	KNOWN	NA	296	296	1
ENSG00000279017.1	RP11-697K23.3	chr3	45749627	45750651	+	TEC	KNOWN	OTTHUMG00000175706.1	1025	1025	1
ENSG00000163817.14	SLC6A20	chr3	45755450	45796535	-	protein_coding	KNOWN	OTTHUMG00000133446.8	41086	6651	50
ENSG00000163818.15	LZTFL1	chr3	45823316	45916042	-	protein_coding	KNOWN	OTTHUMG00000133452.11	92727	7201	110
ENSG00000236930.1	RP11-852E15.1	chr3	45883640	45884113	-	processed_pseudogene	KNOWN	OTTHUMG00000156563.1	474	474	1
ENSG00000173585.14	CCR9	chr3	45886504	45903177	+	protein_coding	KNOWN	OTTHUMG00000133450.4	16674	2809	15
ENSG00000201635.1	Y_RNA	chr3	45903187	45903298	+	misc_RNA	NOVEL	NA	112	112	1
ENSG00000163820.13	FYCO1	chr3	45917899	45995824	-	protein_coding	KNOWN	OTTHUMG00000133447.4	77926	8895	52
ENSG00000215899.3	RP11-439L8.2	chr1	31487589	31488930	-	processed_pseudogene	KNOWN	OTTHUMG00000003878.3	1342	1342	1
ENSG00000172215.5	CXCR6	chr3	45940933	45948353	+	protein_coding	KNOWN	OTTHUMG00000133448.2	7421	3769	7
ENSG00000173578.7	XCR1	chr3	46017024	46027742	-	protein_coding	KNOWN	OTTHUMG00000133449.2	10719	5403	5
ENSG00000226933.1	NRBF2P2	chr3	46023296	46024156	+	processed_pseudogene	KNOWN	OTTHUMG00000156499.1	861	861	1
ENSG00000229515.1	FLT1P1	chr3	46142358	46143677	-	processed_pseudogene	KNOWN	OTTHUMG00000156234.1	1320	1320	1
ENSG00000183625.13	CCR3	chr3	46163604	46266706	+	protein_coding	KNOWN	OTTHUMG00000133484.2	103103	3568	20
ENSG00000163823.3	CCR1	chr3	46201709	46208396	-	protein_coding	KNOWN	OTTHUMG00000133451.2	6688	2731	2
ENSG00000236736.1	UQCRC2P1	chr3	46310591	46311922	-	processed_pseudogene	KNOWN	OTTHUMG00000156315.1	1332	1332	1
ENSG00000121807.5	CCR2	chr3	46353734	46360928	+	protein_coding	KNOWN	OTTHUMG00000156466.1	7195	3733	12
ENSG00000223552.1	RP11-24F11.2	chr3	46364955	46407059	-	antisense	NOVEL	OTTHUMG00000156326.1	42105	656	4
ENSG00000160791.13	CCR5	chr3	46370854	46376206	+	protein_coding	KNOWN	OTTHUMG00000133481.2	5353	3672	3
ENSG00000206981.1	RNU6-40P	chr1	31497577	31497683	-	snRNA	KNOWN	NA	107	107	1
ENSG00000121797.9	CCRL2	chr3	46407163	46412997	+	protein_coding	KNOWN	OTTHUMG00000156318.3	5835	3061	14
ENSG00000012223.11	LTF	chr3	46435645	46485234	-	protein_coding	KNOWN	OTTHUMG00000156325.16	49590	4247	91
ENSG00000163825.3	RTP3	chr3	46497491	46500949	+	protein_coding	KNOWN	OTTHUMG00000133483.2	3459	1321	2
ENSG00000163827.11	LRRC2	chr3	46515423	46580099	-	protein_coding	KNOWN	OTTHUMG00000133479.2	64677	5622	22
ENSG00000264306.1	AC104304.1	chr3	46550506	46550557	-	miRNA	NOVEL	NA	52	52	1
ENSG00000268324.2	LRRC2-AS1	chr3	46557398	46559694	+	antisense	KNOWN	OTTHUMG00000187144.1	2297	2297	4
ENSG00000241186.6	TDGF1	chr3	46574555	46626543	+	protein_coding	KNOWN	OTTHUMG00000133482.2	51989	5013	28
ENSG00000251967.1	SNORD77	chr3	46650510	46650590	+	snoRNA	NOVEL	NA	81	81	1
ENSG00000178038.15	ALS2CL	chr3	46668997	46693704	-	protein_coding	KNOWN	OTTHUMG00000128673.6	24708	9057	174
ENSG00000181585.3	TMIE	chr3	46701333	46710886	+	protein_coding	KNOWN	OTTHUMG00000149909.1	9554	1824	4
ENSG00000260386.4	LINC01225	chr1	31500085	31540885	+	unitary_pseudogene	KNOWN	OTTHUMG00000174814.2	40801	3760	29
ENSG00000206549.11	PRSS50	chr3	46712116	46812574	-	protein_coding	KNOWN	OTTHUMG00000164067.1	100459	2959	17
ENSG00000261603.1	PRSS46	chr3	46719583	46736429	-	protein_coding	KNOWN	OTTHUMG00000177121.10	16847	982	4
ENSG00000188086.11	PRSS45	chr3	46742092	46812558	-	protein_coding	KNOWN	OTTHUMG00000133480.6	70467	3229	18
ENSG00000238013.1	RP11-427P5.2	chr3	46798123	46798390	+	processed_pseudogene	KNOWN	OTTHUMG00000156523.1	268	268	1
ENSG00000226074.4	PRSS44	chr3	46809359	46812558	-	transcribed_unprocessed_pseudogene	KNOWN	OTTHUMG00000154622.2	3200	1146	7
ENSG00000178055.11	PRSS42	chr3	46829542	46834095	-	protein_coding	KNOWN	OTTHUMG00000156496.3	4554	1857	8
ENSG00000160808.8	MYL3	chr3	46857872	46882169	-	protein_coding	KNOWN	OTTHUMG00000133516.4	24298	1360	17
ENSG00000160801.12	PTH1R	chr3	46877746	46903799	+	protein_coding	KNOWN	OTTHUMG00000133515.4	26054	2758	100
ENSG00000273682.1	RP11-427P5.3	chr3	46918807	46918935	-	processed_pseudogene	KNOWN	OTTHUMG00000187552.1	129	129	1
ENSG00000160799.10	CCDC12	chr3	46921726	46982010	-	protein_coding	KNOWN	OTTHUMG00000133513.4	60285	4754	56
ENSG00000265961.1	Y_RNA	chr1	31503631	31503744	-	misc_RNA	NOVEL	NA	114	114	1
ENSG00000160796.15	NBEAL2	chr3	46979683	47009703	+	protein_coding	KNOWN	OTTHUMG00000156497.4	30021	9819	154
ENSG00000236409.1	NRADDP	chr3	47011542	47013146	+	unitary_pseudogene	KNOWN	OTTHUMG00000154641.1	1605	691	4
ENSG00000181555.18	SETD2	chr3	47016429	47163967	-	protein_coding	KNOWN	OTTHUMG00000133514.3	147539	10019	91
ENSG00000275940.1	MRP63P3	chr3	47028855	47029030	+	processed_pseudogene	KNOWN	OTTHUMG00000187555.1	176	176	1
ENSG00000227398.3	KIF9-AS1	chr3	47164497	47246601	+	antisense	NOVEL	OTTHUMG00000156533.3	82105	4898	7
ENSG00000088727.11	KIF9	chr3	47228026	47283451	-	protein_coding	KNOWN	OTTHUMG00000133512.3	55426	5850	143
ENSG00000239128.1	snoU13	chr3	47250523	47250626	-	snoRNA	NOVEL	NA	104	104	1
ENSG00000114648.10	KLHL18	chr3	47282917	47346816	+	protein_coding	KNOWN	OTTHUMG00000156522.2	63900	7064	36
ENSG00000280173.1	RP11-447D11.3	chr3	47346950	47349073	+	TEC	KNOWN	OTTHUMG00000175707.1	2124	2124	1
ENSG00000260236.1	RP11-708J19.1	chr3	47379089	47380999	-	antisense	NOVEL	OTTHUMG00000175709.1	1911	1911	1
ENSG00000278073.1	MIR6726	chr1	1296110	1296170	-	miRNA	KNOWN	NA	61	61	1
ENSG00000223907.1	LINC01226	chr1	31518435	31524245	+	lincRNA	NOVEL	OTTHUMG00000003882.2	5811	2741	5
ENSG00000076201.13	PTPN23	chr3	47381011	47413441	+	protein_coding	KNOWN	OTTHUMG00000133520.4	32431	5981	64
ENSG00000114650.17	SCAP	chr3	47413694	47477126	-	protein_coding	KNOWN	OTTHUMG00000125539.12	63433	6301	130
ENSG00000276925.1	RP11-708J19.3	chr3	47469777	47469987	+	processed_pseudogene	KNOWN	OTTHUMG00000187557.1	211	211	1
ENSG00000163832.14	ELP6	chr3	47495640	47513761	-	protein_coding	KNOWN	OTTHUMG00000133521.12	18122	3313	75
ENSG00000271161.1	BOLA2P2	chr3	47499841	47500407	+	transcribed_processed_pseudogene	KNOWN	OTTHUMG00000184335.1	567	567	2
ENSG00000280667.1	Y_RNA	chr3	47501083	47501182	+	misc_RNA	NOVEL	NA	100	100	1
ENSG00000266443.1	AC099778.1	chr3	47540014	47540100	-	miRNA	NOVEL	NA	87	87	1
ENSG00000244732.3	RN7SL870P	chr3	47560229	47560524	-	misc_RNA	KNOWN	NA	296	296	1
ENSG00000114646.8	CSPG5	chr3	47562239	47580792	-	protein_coding	KNOWN	OTTHUMG00000133518.2	18554	4366	20
ENSG00000173473.9	SMARCC1	chr3	47585272	47782106	-	protein_coding	KNOWN	OTTHUMG00000133519.2	196835	7645	84
ENSG00000260636.1	RP11-439L8.5	chr1	31538044	31540769	+	sense_intronic	NOVEL	OTTHUMG00000175547.1	2726	354	3
ENSG00000214773.1	RP11-717D12.1	chr3	47601715	47604677	-	sense_intronic	NOVEL	OTTHUMG00000179466.1	2963	1428	2
ENSG00000235695.1	RP11-395P16.1	chr3	47663626	47663934	+	processed_pseudogene	KNOWN	OTTHUMG00000156834.1	309	309	1
ENSG00000266457.1	AC026318.1	chr3	47769111	47769211	+	miRNA	NOVEL	NA	101	101	1
ENSG00000132153.13	DHX30	chr3	47802909	47850195	+	protein_coding	KNOWN	OTTHUMG00000133522.2	47287	7744	170
ENSG00000274420.1	uc_338	chr3	47818005	47818128	+	misc_RNA	NOVEL	NA	124	124	1
ENSG00000221585.1	MIR1226	chr3	47849555	47849629	+	miRNA	KNOWN	NA	75	75	1
ENSG00000047849.20	MAP4	chr3	47850690	48089272	-	protein_coding	KNOWN	OTTHUMG00000156828.4	238583	14896	117
ENSG00000199591.1	Y_RNA	chr3	47931808	47931914	-	misc_RNA	NOVEL	NA	107	107	1
ENSG00000224895.1	VPS26BP1	chr3	47960327	47961081	-	processed_pseudogene	KNOWN	OTTHUMG00000156831.1	755	755	1
ENSG00000270285.1	RP11-1029M24.4	chr3	48039267	48039490	+	processed_pseudogene	KNOWN	OTTHUMG00000184332.1	224	224	1
ENSG00000229167.1	RP11-73M7.1	chr1	31571585	31575573	-	antisense	NOVEL	OTTHUMG00000003875.1	3989	591	3
ENSG00000281068.1	AC124916.1	chr3	48094801	48094876	-	miRNA	NOVEL	NA	76	76	1
ENSG00000265078.2	RN7SL664P	chr3	48094801	48095105	-	misc_RNA	KNOWN	NA	305	305	1
ENSG00000281238.1	AC124916.2	chr3	48094888	48094957	-	miRNA	NOVEL	NA	70	70	1
ENSG00000236768.1	RP11-1029M24.1	chr3	48120669	48121215	-	processed_pseudogene	KNOWN	OTTHUMG00000156830.1	547	547	1
ENSG00000164045.10	CDC25A	chr3	48157146	48188402	-	protein_coding	KNOWN	OTTHUMG00000133535.4	31257	4117	48
ENSG00000235627.1	SNRPFP4	chr3	48161176	48161417	+	processed_pseudogene	KNOWN	OTTHUMG00000156827.2	242	242	1
ENSG00000253056.1	RNU7-128P	chr3	48180328	48180389	+	snRNA	KNOWN	NA	62	62	1
ENSG00000231884.1	NDUFB1P1	chr3	48181547	48181726	+	processed_pseudogene	KNOWN	OTTHUMG00000156836.1	180	180	1
ENSG00000265483.1	MIR4443	chr3	48196564	48196616	+	miRNA	KNOWN	NA	53	53	1
ENSG00000164047.4	CAMP	chr3	48223347	48225491	+	protein_coding	KNOWN	OTTHUMG00000133526.2	2145	745	4
ENSG00000142910.14	TINAGL1	chr1	31576485	31587686	+	protein_coding	KNOWN	OTTHUMG00000003884.1	11202	5281	78
ENSG00000164048.12	ZNF589	chr3	48241100	48299253	+	protein_coding	KNOWN	OTTHUMG00000156833.3	58154	5521	32
ENSG00000229759.1	MRPS18AP1	chr3	48256350	48256938	-	processed_pseudogene	KNOWN	OTTHUMG00000156829.1	589	589	1
ENSG00000199476.1	Y_RNA	chr3	48288587	48288694	+	misc_RNA	NOVEL	NA	108	108	1
ENSG00000228638.1	FCF1P2	chr3	48290793	48291375	-	processed_pseudogene	KNOWN	OTTHUMG00000156835.1	583	583	1
ENSG00000172113.7	NME6	chr3	48293264	48301685	-	protein_coding	KNOWN	OTTHUMG00000133531.4	8422	4716	91
ENSG00000229453.2	SPINK8	chr3	48306842	48328341	-	protein_coding	KNOWN	OTTHUMG00000156832.2	21500	444	5
ENSG00000252466.1	MIR2115	chr3	48316360	48316459	-	miRNA	KNOWN	NA	100	100	1
ENSG00000164049.13	FBXW12	chr3	48372219	48401259	+	protein_coding	KNOWN	OTTHUMG00000133530.4	29041	3488	57
ENSG00000277483.1	Metazoa_SRP	chr3	48379834	48380132	+	misc_RNA	NOVEL	NA	299	299	1
ENSG00000164050.11	PLXNB1	chr3	48403854	48430051	-	protein_coding	KNOWN	OTTHUMG00000133527.5	26198	9733	198
ENSG00000121764.10	HCRTR1	chr1	31617686	31632518	+	protein_coding	KNOWN	OTTHUMG00000003876.1	14833	2558	37
ENSG00000164051.12	CCDC51	chr3	48432164	48440456	-	protein_coding	KNOWN	OTTHUMG00000133534.26	8293	2410	21
ENSG00000232112.3	TMA7	chr3	48440257	48444208	+	protein_coding	KNOWN	OTTHUMG00000156588.3	3952	1139	9
ENSG00000244380.1	RP11-24C3.2	chr3	48440352	48446656	-	antisense	NOVEL	OTTHUMG00000156589.2	6305	1051	5
ENSG00000280804.1	TREX1	chr3	48446710	48467645	+	protein_coding	KNOWN	OTTHUMG00000190127.2	20936	4725	50
ENSG00000164053.16	ATRIP	chr3	48446710	48465716	+	protein_coding	KNOWN	OTTHUMG00000133532.5	19007	3334	54
ENSG00000213689.8	TREX1	chr3	48465811	48467645	+	protein_coding	KNOWN	OTTHUMG00000156205.6	1835	1835	13
ENSG00000164054.14	SHISA5	chr3	48467798	48504826	-	protein_coding	KNOWN	OTTHUMG00000133529.19	37029	4664	92
ENSG00000264209.1	AC134772.1	chr3	48488492	48488585	-	miRNA	NOVEL	NA	94	94	1
ENSG00000114268.10	PFKFB4	chr3	48517684	48562015	-	protein_coding	KNOWN	OTTHUMG00000133528.19	44332	6107	134
ENSG00000278799.1	MIR6823	chr3	48549961	48550021	-	miRNA	KNOWN	NA	61	61	1
ENSG00000162517.11	PEF1	chr1	31629862	31644896	-	protein_coding	KNOWN	OTTHUMG00000003877.2	15035	2227	30
ENSG00000145040.3	UCN2	chr3	48561727	48563773	-	protein_coding	KNOWN	OTTHUMG00000133533.1	2047	1481	2
ENSG00000114270.14	COL7A1	chr3	48564073	48595267	-	protein_coding	KNOWN	OTTHUMG00000133541.3	31195	11071	243
ENSG00000211535.1	MIR711	chr3	48578902	48578977	-	miRNA	KNOWN	NA	76	76	1
ENSG00000010256.9	UQCRC1	chr3	48599002	48610976	-	protein_coding	KNOWN	OTTHUMG00000133539.3	11975	3236	61
ENSG00000183396.3	TMEM89	chr3	48620759	48621855	-	protein_coding	KNOWN	OTTHUMG00000156647.1	1097	662	2
ENSG00000225697.9	SLC26A6	chr3	48625723	48635493	-	protein_coding	KNOWN	OTTHUMG00000186381.1	9771	6373	261
ENSG00000274831.1	MIR6824	chr3	48633636	48633698	-	miRNA	KNOWN	NA	63	63	1
ENSG00000008300.13	CELSR3	chr3	48636469	48662915	-	protein_coding	KNOWN	OTTHUMG00000133544.2	26447	13873	50
ENSG00000263898.1	MIR4793	chr3	48644194	48644280	-	miRNA	KNOWN	NA	87	87	1
ENSG00000228350.1	CELSR3-AS1	chr3	48663776	48669174	+	antisense	NOVEL	OTTHUMG00000156627.1	5399	196	3
ENSG00000235790.6	RP11-73M7.6	chr1	31644049	31660162	+	antisense	NOVEL	OTTHUMG00000003881.6	16114	2216	105
ENSG00000271973.1	RP11-572O6.1	chr3	48672455	48672733	+	lincRNA	NOVEL	OTTHUMG00000185525.1	279	279	1
ENSG00000213672.6	NCKIPSD	chr3	48673844	48686364	-	protein_coding	KNOWN	OTTHUMG00000133542.3	12521	3431	60
ENSG00000068745.13	IP6K2	chr3	48688003	48740353	-	protein_coding	KNOWN	OTTHUMG00000133543.5	52351	5624	104
ENSG00000274388.1	AC141002.1	chr3	48729731	48729798	+	miRNA	NOVEL	NA	68	68	1
ENSG00000114302.14	PRKAR2A	chr3	48744597	48847846	-	protein_coding	KNOWN	OTTHUMG00000133540.3	103250	6644	49
ENSG00000224424.7	PRKAR2A-AS1	chr3	48847572	48851981	+	antisense	NOVEL	OTTHUMG00000156671.2	4410	3917	9
ENSG00000178537.8	SLC25A20	chr3	48856931	48898993	-	protein_coding	KNOWN	OTTHUMG00000133538.3	42063	1982	28
ENSG00000221883.2	ARIH2OS	chr3	48917788	48919385	-	protein_coding	KNOWN	OTTHUMG00000156672.1	1598	1598	1
ENSG00000177479.18	ARIH2	chr3	48918821	48986382	+	protein_coding	KNOWN	OTTHUMG00000133547.15	67562	8017	176
ENSG00000235236.1	RP13-131K19.1	chr3	48979918	48983985	-	antisense	NOVEL	OTTHUMG00000156717.1	4068	660	4
ENSG00000264078.1	RP11-73M7.9	chr1	31644694	31649371	+	antisense	NOVEL	OTTHUMG00000179423.1	4678	480	2
ENSG00000223343.1	RP13-131K19.2	chr3	48985049	48989988	-	antisense	NOVEL	OTTHUMG00000156716.1	4940	782	2
ENSG00000273211.1	RP13-131K19.7	chr3	48985485	48985963	-	lincRNA	NOVEL	OTTHUMG00000185890.1	479	479	1
ENSG00000178467.16	P4HTM	chr3	48989886	49007154	+	protein_coding	KNOWN	OTTHUMG00000074057.4	17269	7641	54
ENSG00000178252.16	WDR6	chr3	49007062	49015953	+	protein_coding	KNOWN	OTTHUMG00000133546.11	8892	5304	92
ENSG00000178149.15	DALRD3	chr3	49015488	49022293	-	protein_coding	KNOWN	OTTHUMG00000156748.3	6806	3682	106
ENSG00000199032.1	MIR425	chr3	49020148	49020234	-	miRNA	KNOWN	NA	87	87	1
ENSG00000178057.13	NDUFAF3	chr3	49020459	49023495	+	protein_coding	KNOWN	OTTHUMG00000156773.2	3037	2434	27
ENSG00000207605.2	MIR191	chr3	49020602	49020714	-	miRNA	KNOWN	NA	113	113	1
ENSG00000178035.10	IMPDH2	chr3	49024325	49029408	-	protein_coding	KNOWN	OTTHUMG00000156771.1	5084	2773	64
ENSG00000272434.1	RP13-131K19.6	chr3	49029316	49029706	+	antisense	NOVEL	OTTHUMG00000185526.1	391	391	1
ENSG00000084636.16	COL16A1	chr1	31652247	31704319	-	protein_coding	KNOWN	OTTHUMG00000003883.15	52073	9269	272
ENSG00000198218.9	QRICH1	chr3	49029707	49094363	-	protein_coding	KNOWN	OTTHUMG00000156772.1	64657	5499	63
ENSG00000241461.3	RN7SL182P	chr3	49083233	49083532	+	misc_RNA	KNOWN	NA	300	300	1
ENSG00000172053.13	QARS	chr3	49095932	49105101	-	protein_coding	KNOWN	OTTHUMG00000156774.4	9170	4490	211
ENSG00000274888.1	MIR6890	chr3	49099854	49099914	-	miRNA	KNOWN	NA	61	61	1
ENSG00000172046.17	USP19	chr3	49108046	49120938	-	protein_coding	KNOWN	OTTHUMG00000133611.5	12893	5731	224
ENSG00000172037.12	LAMB2	chr3	49121114	49133118	-	protein_coding	KNOWN	OTTHUMG00000156807.3	12005	6865	118
ENSG00000270441.1	RP11-694I15.7	chr3	49140086	49160851	-	unprocessed_pseudogene	KNOWN	OTTHUMG00000184392.1	20766	1799	14
ENSG00000177352.9	CCDC71	chr3	49162535	49166321	-	protein_coding	KNOWN	OTTHUMG00000156815.2	3787	1781	2
ENSG00000185909.13	KLHDC8B	chr3	49171611	49176486	+	protein_coding	KNOWN	OTTHUMG00000156814.3	4876	2158	18
ENSG00000236980.8	C3orf84	chr3	49177632	49191858	-	protein_coding	KNOWN	OTTHUMG00000156816.2	14227	883	11
ENSG00000121753.11	BAI2	chr1	31727117	31764893	-	protein_coding	KNOWN	OTTHUMG00000003885.4	37777	7756	267
