"ProteinGroup","ProteinName","Genes","UniprotID"
"P29508;P48594","SPB3_HUMAN;SPB4_HUMAN","SERPINB3;SERPINB4","P48594;P29508"
"Q15582","BGH3_HUMAN","TGFBI","Q15582"
"Q8TDL5","BPIB1_HUMAN","BPIFB1","Q8TDL5"
"P07910","HNRPC_HUMAN","HNRNPC","P0DMR1;P07910;B2RXH8;B7ZW38;O60812"
"P07910","HNRPC_HUMAN","HNRNPC","P07910"
"P48539","PCP4_HUMAN","PCP4","P48539"
"P22314","UBA1_HUMAN","UBA1","P22314"
"O75152","ZC11A_HUMAN","ZC3H11A","O75152"
"Q9UKK3","PARP4_HUMAN","PARP4","Q9UKK3"
"P13804","ETFA_HUMAN","ETFA","P13804"
"P01911;Q30154","DRB1_HUMAN;DRB5_HUMAN","HLA-DRB1;HLA-DRB5","P01911;Q30154"
"Q92599","SEPT8_HUMAN","SEPTIN8","Q92599"
"P36957","ODO2_HUMAN","DLST","P36957"
"P10809","CH60_HUMAN","HSPD1","P10809"
"Q15814","TBCC_HUMAN","TBCC","Q15814"
"Q99460","PSMD1_HUMAN","PSMD1","Q99460"
"A1L0T0","HACL2_HUMAN","ILVBL","A1L0T0"
"Q9P2M7","CING_HUMAN","CGN","Q9P2M7"
"Q01844","EWS_HUMAN","EWSR1","Q01844"
"P34913","HYES_HUMAN","EPHX2","P34913"
"Q96F86","EDC3_HUMAN","EDC3","Q96F86"
"P12110","CO6A2_HUMAN","COL6A2","P12110"
"Q9H2X3","CLC4M_HUMAN","CLEC4M","Q9H2X3"
"Q9H2X3;Q9NNX6","CD209_HUMAN;CLC4M_HUMAN","CD209;CLEC4M","Q9NNX6;Q9H2X3"
"P02549","SPTA1_HUMAN","SPTA1","P02549"
"Q8WUM4","PDC6I_HUMAN","PDCD6IP","Q8WUM4"
"P30613","KPYR_HUMAN","PKLR","P30613"
"Q9NR30","DDX21_HUMAN","DDX21","Q9NR30"
"P13716","HEM2_HUMAN","ALAD","P13716"
"Q9UKM9","RALY_HUMAN","RALY","Q9UKM9"
"Q13435","SF3B2_HUMAN","SF3B2","Q13435"
"P00326;P07327","ADH1A_HUMAN;ADH1G_HUMAN","ADH1A;ADH1C","P07327;P00326"
"P00325","ADH1B_HUMAN","ADH1B","P00325"
"Q6P2Q9","PRP8_HUMAN","PRPF8","Q6P2Q9"
"Q8N8S7","ENAH_HUMAN","ENAH","Q8N8S7"
"Q9Y2E5","MA2B2_HUMAN","MAN2B2","Q9Y2E5"
"P05023;P50993","AT1A1_HUMAN;AT1A2_HUMAN","ATP1A1;ATP1A2","P05023;P13637;P50993"
"P39060","COIA1_HUMAN","COL18A1","P39060"
"P06733;P09104;P13929","ENOA_HUMAN;ENOB_HUMAN;ENOG_HUMAN","ENO1;ENO2;ENO3","P13929;P09104;P06733"
"P06733","ENOA_HUMAN","ENO1","P06733"
"Q9Y4G6","TLN2_HUMAN","TLN2","Q9Y4G6"
"P49768","PSN1_HUMAN","PSEN1","P49768"
"P22033","MUTA_HUMAN","MMUT","P22033"
"B0I1T2","MYO1G_HUMAN","MYO1G","B0I1T2"
"P15085","CBPA1_HUMAN","CPA1","P15085"
"P37059","DHB2_HUMAN","HSD17B2","P37059"
"Q8TBH0","ARRD2_HUMAN","ARRDC2","Q8TBH0"
"P35611","ADDA_HUMAN","ADD1","P35611"
"P01024","CO3_HUMAN","C3","P01024"
"P24752","THIL_HUMAN","ACAT1","P24752"
"P11310","ACADM_HUMAN","ACADM","P11310"
"P69905","HBA_HUMAN","HBA2","P69905"
"O75955","FLOT1_HUMAN","FLOT1","O75955"
"P02545","LMNA_HUMAN","LMNA","P02545"
"P51649","SSDH_HUMAN","ALDH5A1","P51649"
"P05141","ADT2_HUMAN","SLC25A5","P05141"
"P12235;P12236","ADT1_HUMAN;ADT3_HUMAN","SLC25A4;SLC25A6","P12236;P12235"
"P49821","NDUV1_HUMAN","NDUFV1","P49821"
"Q92614","MY18A_HUMAN","MYO18A","Q92614"
"Q14839","CHD4_HUMAN","CHD4","Q14839"
"P04083","ANXA1_HUMAN","ANXA1","P04083"
"Q14019","COTL1_HUMAN","COTL1","Q14019"
"Q8N163","CCAR2_HUMAN","CCAR2","Q8N163"
"P54136","SYRC_HUMAN","RARS1","P54136"
"P30419","NMT1_HUMAN","NMT1","P30419"
"P51784;Q13107;Q9Y4E8","UBP11_HUMAN;UBP15_HUMAN;UBP4_HUMAN","USP11;USP15;USP4","Q13107;Q9Y4E8;P51784"
"Q9Y6Y8","S23IP_HUMAN","SEC23IP","Q9Y6Y8"
"P62873","GBB1_HUMAN","GNB1","P62873"
"Q5T4S7","UBR4_HUMAN","UBR4","Q5T4S7"
"Q96QK1","VPS35_HUMAN","VPS35","Q96QK1"
"P00558","PGK1_HUMAN","PGK1","P00558"
"P07205","PGK2_HUMAN","PGK2","P07205"
"O00469","PLOD2_HUMAN","PLOD2","O00469"
"P48449","LSS_HUMAN","LSS","P48449"
"A0FGR8","ESYT2_HUMAN","ESYT2","A0FGR8"
"P36915","GNL1_HUMAN","GNL1","P36915"
"Q9Y6D6","BIG1_HUMAN","ARFGEF1","Q9Y6D6"
"Q14847","LASP1_HUMAN","LASP1","Q14847"
"P35658","NU214_HUMAN","NUP214","P35658"
"P62879","GBB2_HUMAN","GNB2","P62879"
"Q99536","VAT1_HUMAN","VAT1","Q99536"
"P22234","PUR6_HUMAN","PAICS","P22234"
"O14964","HGS_HUMAN","HGS","O14964"
"P15924","DESP_HUMAN","DSP","P15924"
"P49407","ARRB1_HUMAN","ARRB1","P49407"
"Q8NBX0","SCPDL_HUMAN","SCCPDH","Q8NBX0"
"A0AVT1","UBA6_HUMAN","UBA6","A0AVT1"
"Q8IVH4","MMAA_HUMAN","MMAA","Q8IVH4"
"A2RU54","HMX2_HUMAN","HMX2","A2RU54"
"P36952","SPB5_HUMAN","SERPINB5","P36952"
"P35998","PRS7_HUMAN","PSMC2","P35998"
"P12814","ACTN1_HUMAN","ACTN1","P12814"
"O43707","ACTN4_HUMAN","ACTN4","O43707"
"P63272","SPT4H_HUMAN","SUPT4H1","P63272"
"P15104","GLNA_HUMAN","GLUL","P15104"
"Q9BQ67","GRWD1_HUMAN","GRWD1","Q9BQ67"
"P09104;P13929","ENOB_HUMAN;ENOG_HUMAN","ENO2;ENO3","P13929;P09104"
"O94973;O95782","AP2A1_HUMAN;AP2A2_HUMAN","AP2A1;AP2A2","O94973;O95782"
"O60218","AK1BA_HUMAN","AKR1B10","O60218"
"Q16610","ECM1_HUMAN","ECM1","Q16610"
"P35442","TSP2_HUMAN","THBS2","P35442"
"P52272","HNRPM_HUMAN","HNRNPM","P52272"
"Q9NRD8","DUOX2_HUMAN","DUOX2","Q9NRD8"
"P61247","RS3A_HUMAN","RPS3A","P61247"
"P49368","TCPG_HUMAN","CCT3","P49368"
"P00491","PNPH_HUMAN","PNP","P00491"
"Q9BWS9","CHID1_HUMAN","CHID1","Q9BWS9"
"P05023;P50993","AT1A1_HUMAN;AT1A2_HUMAN","ATP1A1;ATP1A2","P05023;P50993"
"P05023","AT1A1_HUMAN","ATP1A1","P05023"
"P23396","RS3_HUMAN","RPS3","P23396"
"P42025;P61163","ACTY_HUMAN;ACTZ_HUMAN","ACTR1A;ACTR1B","P61163;P42025"
"P61163","ACTZ_HUMAN","ACTR1A","P61163"
"Q9H8Y8","GORS2_HUMAN","GORASP2","Q9H8Y8"
"O94905","ERLN2_HUMAN","ERLIN2","O94905"
"Q13409","DC1I2_HUMAN","DYNC1I2","Q13409"
"P08758","ANXA5_HUMAN","ANXA5","P08758"
"O14936","CSKP_HUMAN","CASK","O14936"
"P42892","ECE1_HUMAN","ECE1","P42892"
"Q8WYJ6","SEPT1_HUMAN","SEPTIN1","Q8WYJ6"
"P63027;Q15836","VAMP2_HUMAN;VAMP3_HUMAN","VAMP2;VAMP3","P63027;Q15836"
"O75792","RNH2A_HUMAN","RNASEH2A","O75792"
"Q8NC60","NOA1_HUMAN","NOA1","Q8NC60"
"O95433","AHSA1_HUMAN","AHSA1","O95433"
"P49411","EFTU_HUMAN","TUFM","P49411"
"P02788","TRFL_HUMAN","LTF","P02788"
"O43747","AP1G1_HUMAN","AP1G1","O43747"
"O75843","AP1G2_HUMAN","AP1G2","O75843"
"Q14571","ITPR2_HUMAN","ITPR2","Q14571"
"P22307","SCP2_HUMAN","SCP2","P22307"
"O15230","LAMA5_HUMAN","LAMA5","O15230"
"P29536","LMOD1_HUMAN","LMOD1","P29536"
"P52564","MP2K6_HUMAN","MAP2K6","P52564"
"P00441","SODC_HUMAN","SOD1","P00441"
"Q00610","CLH1_HUMAN","CLTC","Q00610"
"P0C7M7","ACSM4_HUMAN","ACSM4","P0C7M7"
"Q53FZ2","ACSM3_HUMAN","ACSM3","Q53FZ2"
"Q9P2B2","FPRP_HUMAN","PTGFRN","Q9P2B2"
"P61421","VA0D1_HUMAN","ATP6V0D1","P61421"
"Q9Y3Z3","SAMH1_HUMAN","SAMHD1","Q9Y3Z3"
"P11498","PYC_HUMAN","PC","P11498"
"P48739","PIPNB_HUMAN","PITPNB","P48739"
"Q06830","PRDX1_HUMAN","PRDX1","Q06830"
"P01833","PIGR_HUMAN","PIGR","P01833"
"Q13232","NDK3_HUMAN","NME3","Q13232"
"P46939","UTRN_HUMAN","UTRN","P46939"
"P14868","SYDC_HUMAN","DARS1","P14868"
"P35579;P35580","MYH10_HUMAN;MYH9_HUMAN","MYH10;MYH9","P35580;P35579"
"P00390","GSHR_HUMAN","GSR","P00390"
"O95573","ACSL3_HUMAN","ACSL3","O95573"
"Q9UL12","SARDH_HUMAN","SARDH","Q9UL12"
"Q9H8L6","MMRN2_HUMAN","MMRN2","Q9H8L6"
"P61803","DAD1_HUMAN","DAD1","P61803"
"P08236","BGLR_HUMAN","GUSB","P08236"
"P35237","SPB6_HUMAN","SERPINB6","P35237"
"P48595","SPB10_HUMAN","SERPINB10","P48595"
"P50452","SPB8_HUMAN","SERPINB8","P50452"
"Q14318","FKBP8_HUMAN","FKBP8","Q14318"
"O94832","MYO1D_HUMAN","MYO1D","O94832"
"P52788","SPSY_HUMAN","SMS","P52788"
"P55083","MFAP4_HUMAN","MFAP4","P55083"
"Q86UU1","PHLB1_HUMAN","PHLDB1","Q86UU1"
"P09622","DLDH_HUMAN","DLD","P09622"
"Q9NRF8","PYRG2_HUMAN","CTPS2","Q9NRF8"
"Q96A35","RM24_HUMAN","MRPL24","Q96A35"
"P63220","RS21_HUMAN","RPS21","P63220"
"P00915","CAH1_HUMAN","CA1","P00915"
"Q6YHK3","CD109_HUMAN","CD109","Q6YHK3"
"Q13308","PTK7_HUMAN","PTK7","Q13308"
"P0C0L4;P0C0L5","CO4A_HUMAN;CO4B_HUMAN","C4A;C4B_2","P0C0L4;P0C0L5"
"Q13445","TMED1_HUMAN","TMED1","Q13445"
"Q13113","PDZ1I_HUMAN","PDZK1IP1","Q13113"
"O14548","COX7R_HUMAN","COX7A2L","O14548"
"O94888","UBXN7_HUMAN","UBXN7","O94888"
"O43390;O60506","HNRPQ_HUMAN;HNRPR_HUMAN","HNRNPR;SYNCRIP","O43390;O60506"
"Q9H008","LHPP_HUMAN","LHPP","Q9H008"
"P62241","RS8_HUMAN","RPS8","P62241"
"P62333","PRS10_HUMAN","PSMC6","P62333"
"O00748","EST2_HUMAN","CES2","O00748"
"P08238","HS90B_HUMAN","HSP90AB1","P08238"
"O75635","SPB7_HUMAN","SERPINB7","O75635"
"Q9UHB6","LIMA1_HUMAN","LIMA1","Q9UHB6"
"P08865","RSSA_HUMAN","RPSA","P08865"
"P20036","DPA1_HUMAN","HLA-DPA1","P20036"
"Q9ULC5","ACSL5_HUMAN","ACSL5","Q9ULC5"
"Q09666","AHNK_HUMAN","AHNAK","Q09666"
"P62269","RS18_HUMAN","RPS18","P62269"
"P05198","IF2A_HUMAN","EIF2S1","P05198"
"P61221","ABCE1_HUMAN","ABCE1","P61221"
"P05023","AT1A1_HUMAN","ATP1A1","P05023;P13637"
"Q53H82","LACB2_HUMAN","LACTB2","Q53H82"
"Q9HCC6","HES4_HUMAN","HES4","Q9HCC6"
"Q9H074","PAIP1_HUMAN","PAIP1","Q9H074"
"P24347","MMP11_HUMAN","MMP11","P24347"
"Q9NUJ1","ABHDA_HUMAN","ABHD10","Q9NUJ1"
"Q9NZD2","GLTP_HUMAN","GLTP","Q9NZD2"
"Q99715","COCA1_HUMAN","COL12A1","Q99715"
"O95747","OXSR1_HUMAN","OXSR1","O95747"
"P56192","SYMC_HUMAN","MARS1","P56192"
"P51688","SPHM_HUMAN","SGSH","P51688"
"P68036","UB2L3_HUMAN","UBE2L3","P68036"
"Q8N1G4","LRC47_HUMAN","LRRC47","Q8N1G4"
"P61106","RAB14_HUMAN","RAB14","P61106"
"Q04695","K1C17_HUMAN","KRT17","Q04695"
"P02533","K1C14_HUMAN","KRT14","P02533"
"P13645","K1C10_HUMAN","KRT10","P13645"
"Q8N573","OXR1_HUMAN","OXR1","Q8N573"
"P10301","RRAS_HUMAN","RRAS","P10301"
"P04196","HRG_HUMAN","HRG","P04196"
"Q99523","SORT_HUMAN","SORT1","Q99523"
"P26022","PTX3_HUMAN","PTX3","P26022"
"P99999","CYC_HUMAN","CYCS","P99999"
"P07900;P08238;Q14568;Q58FF8","H90B2_HUMAN;HS902_HUMAN;HS90A_HUMAN;HS90B_HUMAN","HSP90AA1;HSP90AA2P;HSP90AB1;HSP90AB2P","P08238;Q14568;Q58FF8;P07900"
"P07900;P08238;Q58FF8","H90B2_HUMAN;HS90A_HUMAN;HS90B_HUMAN","HSP90AA1;HSP90AB1;HSP90AB2P","P08238;Q14568;Q58FF8;P07900"
"Q96NW4","ANR27_HUMAN","ANKRD27","Q96NW4"
"Q92888","ARHG1_HUMAN","ARHGEF1","Q92888"
"Q8N3C0","ASCC3_HUMAN","ASCC3","Q8N3C0"
"Q96CV9","OPTN_HUMAN","OPTN","Q96CV9"
"Q7Z406","MYH14_HUMAN","MYH14","Q7Z406"
"P08195","4F2_HUMAN","SLC3A2","P08195"
"O00194","RB27B_HUMAN","RAB27B","O00194"
"P50453","SPB9_HUMAN","SERPINB9","P50453"
"A6NCC3;H3BPF8;H3BSY2","GOG8M_HUMAN;GOG8O_HUMAN;GOG8S_HUMAN","GOLGA8M;GOLGA8O;GOLGA8S","F8WBI6;H3BPF8;P0CJ92;A6NCC3;H3BV12;A6NC78;H3BSY2;A6NMD2;D6RF30;H3BQL2"
"P01011","AACT_HUMAN","SERPINA3","P01011"
"P30740","ILEU_HUMAN","SERPINB1","P30740"
"Q86X10","RLGPB_HUMAN","RALGAPB","Q86X10"
"P31930","QCR1_HUMAN","UQCRC1","P31930"
"Q6P5W5","S39A4_HUMAN","SLC39A4","Q6P5W5"
"Q05707","COEA1_HUMAN","COL14A1","Q05707"
"P34820;Q7Z5Y6","BMP8A_HUMAN;BMP8B_HUMAN","BMP8A;BMP8B","P34820;Q7Z5Y6"
"O75165","DJC13_HUMAN","DNAJC13","O75165"
"Q9NSE4","SYIM_HUMAN","IARS2","Q9NSE4"
"Q13478","IL18R_HUMAN","IL18R1","Q13478"
"Q06481","APLP2_HUMAN","APLP2","Q06481"
"P35580","MYH10_HUMAN","MYH10","P35580"
"P26639","SYTC_HUMAN","TARS1","P26639"
"Q9NZN4","EHD2_HUMAN","EHD2","Q9NZN4"
"P40939","ECHA_HUMAN","HADHA","P40939"
"Q9UEW8","STK39_HUMAN","STK39","Q9UEW8"
"P36871","PGM1_HUMAN","PGM1","P36871"
"P29144","TPP2_HUMAN","TPP2","P29144"
"Q8N3Z3","GTPB8_HUMAN","GTPBP8","Q8N3Z3"
"Q9NPH2","INO1_HUMAN","ISYNA1","Q9NPH2"
"P17301","ITA2_HUMAN","ITGA2","P17301"
"P20591","MX1_HUMAN","MX1","P20591"
"O94788","AL1A2_HUMAN","ALDH1A2","O94788"
"Q9NX24","NHP2_HUMAN","NHP2","Q9NX24"
"Q9UBT2","SAE2_HUMAN","UBA2","Q9UBT2"
"Q99733","NP1L4_HUMAN","NAP1L4","Q99733"
"Q3SY69","AL1L2_HUMAN","ALDH1L2","Q3SY69"
"O75891","AL1L1_HUMAN","ALDH1L1","O75891"
"Q567U6","CCD93_HUMAN","CCDC93","Q567U6"
"P51812;Q15349","KS6A2_HUMAN;KS6A3_HUMAN","RPS6KA2;RPS6KA3","Q15349;P51812"
"Q9HAV0","GBB4_HUMAN","GNB4","Q9HAV0"
"Q9H4M9;Q9NZN3","EHD1_HUMAN;EHD3_HUMAN","EHD1;EHD3","Q9NZN3;Q9H4M9"
"P41219","PERI_HUMAN","PRPH","P41219"
"Q00534","CDK6_HUMAN","CDK6","Q00534"
"P05060","SCG1_HUMAN","CHGB","P05060"
"Q12805","FBLN3_HUMAN","EFEMP1","Q12805"
"Q9H223","EHD4_HUMAN","EHD4","Q9H223"
"P62263","RS14_HUMAN","RPS14","P62263"
"P02787","TRFE_HUMAN","TF","P02787"
"Q9UKS6","PACN3_HUMAN","PACSIN3","Q9UKS6"
"Q8NE62","CHDH_HUMAN","CHDH","Q8NE62"
"O15027","SC16A_HUMAN","SEC16A","O15027"
"Q9ULK0","GRID1_HUMAN","GRID1","Q9ULK0"
"P22105","TENX_HUMAN","TNXB","Q16473;P22105"
"Q14151;Q15424","SAFB1_HUMAN;SAFB2_HUMAN","SAFB;SAFB2","Q15424;Q14151"
"Q9BQL6","FERM1_HUMAN","FERMT1","Q9BQL6"
"Q13753","LAMC2_HUMAN","LAMC2","Q13753"
"Q08AM6","VAC14_HUMAN","VAC14","Q08AM6"
"P01019","ANGT_HUMAN","AGT","P01019"
"P0DOY2;P0DOY3","IGLC2_HUMAN;IGLC3_HUMAN","IGLC2;IGLC3","P0DOY3;P0DOY2"
"Q66K14","TBC9B_HUMAN","TBC1D9B","Q66K14"
"Q92900","RENT1_HUMAN","UPF1","Q92900"
"P08582","TRFM_HUMAN","MELTF","P08582"
"P49959","MRE11_HUMAN","MRE11","P49959"
"Q14134","TRI29_HUMAN","TRIM29","Q14134"
"P43686","PRS6B_HUMAN","PSMC4","P43686"
"Q86TX2","ACOT1_HUMAN","ACOT1","Q86TX2;P49753"
"P02538;P04259;P48668","K2C6A_HUMAN;K2C6B_HUMAN;K2C6C_HUMAN","KRT6A;KRT6B;KRT6C","P04259;P48668;P02538"
"Q9UHD8","SEPT9_HUMAN","SEPTIN9","Q9UHD8"
"Q16181","SEPT7_HUMAN","SEPTIN7","Q16181"
"Q9UKX7","NUP50_HUMAN","NUP50","Q9UKX7"
"P84090","ERH_HUMAN","ERH","P84090"
"Q9UHX3","AGRE2_HUMAN","ADGRE2","Q9UHX3"
"Q7Z417","NUFP2_HUMAN","NUFIP2","Q7Z417"
"P17661","DESM_HUMAN","DES","P17661"
"P03956","MMP1_HUMAN","MMP1","P03956"
"Q9NW97","TMM51_HUMAN","TMEM51","Q9NW97"
"P20020;P23634;Q01814;Q16720","AT2B1_HUMAN;AT2B2_HUMAN;AT2B3_HUMAN;AT2B4_HUMAN","ATP2B1;ATP2B2;ATP2B3;ATP2B4","Q16720;P23634;P20020;Q01814"
"Q9NQX3","GEPH_HUMAN","GPHN","Q9NQX3"
"Q08945","SSRP1_HUMAN","SSRP1","Q08945"
"Q9UGL1","KDM5B_HUMAN","KDM5B","Q9UGL1"
"Q92542","NICA_HUMAN","NCSTN","Q92542"
"Q9Y6E2","BZW2_HUMAN","BZW2","Q9Y6E2"
"P04040","CATA_HUMAN","CAT","P04040"
"P51636","CAV2_HUMAN","CAV2","P51636"
"Q13263","TIF1B_HUMAN","TRIM28","Q13263"
"Q8IXM2","BAP18_HUMAN","BAP18","Q8IXM2"
"Q9H6T0","ESRP2_HUMAN","ESRP2","Q9H6T0"
"Q96RQ9","OXLA_HUMAN","IL4I1","Q96RQ9"
"P08243","ASNS_HUMAN","ASNS","P08243"
"Q9NQ29;Q9Y383","LC7L2_HUMAN;LUC7L_HUMAN","LUC7L;LUC7L2","Q9NQ29;Q9Y383"
"P17655","CAN2_HUMAN","CAPN2","P17655"
"Q96RU3","FNBP1_HUMAN","FNBP1","Q96RU3"
"A8K7I4","CLCA1_HUMAN","CLCA1","A8K7I4"
"Q8N2S1","LTBP4_HUMAN","LTBP4","Q8N2S1"
"O43633","CHM2A_HUMAN","CHMP2A","O43633"
"Q14764","MVP_HUMAN","MVP","Q14764"
"Q9UHJ6","SHPK_HUMAN","SHPK","Q9UHJ6"
"Q8IZQ5","SELH_HUMAN","SELENOH","Q8IZQ5"
"P12035;P19013;Q7RTS7;Q86Y46;Q8N1N4","K2C3_HUMAN;K2C4_HUMAN;K2C73_HUMAN;K2C74_HUMAN;K2C78_HUMAN","KRT3;KRT4;KRT73;KRT74;KRT78","P19013;Q8N1N4;P12035;Q3SY84;Q86Y46;Q7RTS7"
"P08729;Q5XKE5","K2C79_HUMAN;K2C7_HUMAN","KRT7;KRT79","Q5XKE5;P08729"
"P11047","LAMC1_HUMAN","LAMC1","P11047"
"P04264","K2C1_HUMAN","KRT1","P04264"
"P05787","K2C8_HUMAN","KRT8","P05787"
"P02538;P04259;P48668","K2C6A_HUMAN;K2C6B_HUMAN;K2C6C_HUMAN","KRT6A;KRT6B;KRT6C","P04259;O95678;P48668;P02538"
"O95340","PAPS2_HUMAN","PAPSS2","O95340"
"Q9UM07","PADI4_HUMAN","PADI4","Q9UM07"
"P46783","RS10_HUMAN","RPS10","Q9NQ39;P46783"
"O95671","ASML_HUMAN","ASMTL","O95671"
"P56182","RRP1_HUMAN","RRP1","P56182"
"Q969T9","WBP2_HUMAN","WBP2","Q969T9"
"P21333","FLNA_HUMAN","FLNA","P21333"
"Q8TC07","TBC15_HUMAN","TBC1D15","Q8TC07"
"O75382","TRIM3_HUMAN","TRIM3","O75382"
"Q15080","NCF4_HUMAN","NCF4","Q15080"
"P23229","ITA6_HUMAN","ITGA6","P23229"
"Q16849","PTPRN_HUMAN","PTPRN","Q16849"
"Q14624","ITIH4_HUMAN","ITIH4","Q14624"
"O60437","PEPL_HUMAN","PPL","O60437"
"Q9BW92","SYTM_HUMAN","TARS2","Q9BW92"
"Q02790","FKBP4_HUMAN","FKBP4","Q02790"
"Q9NQT8","KI13B_HUMAN","KIF13B","Q9NQT8"
"P07360","CO8G_HUMAN","C8G","P07360"
"Q9H5N1","RABE2_HUMAN","RABEP2","Q9H5N1"
"Q14566","MCM6_HUMAN","MCM6","Q14566"
"Q9BUJ2","HNRL1_HUMAN","HNRNPUL1","Q9BUJ2"
"P48163","MAOX_HUMAN","ME1","P48163"
"P98088","MUC5A_HUMAN","MUC5AC","P98088"
"Q9BW04","SARG_HUMAN","SARG","Q9BW04"
"Q15155","NOMO1_HUMAN","NOMO1","P69849;Q15155;Q5JPE7"
"Q27J81","INF2_HUMAN","INF2","Q27J81"
"O75264","SIM24_HUMAN","SMIM24","O75264"
"Q86V48","LUZP1_HUMAN","LUZP1","Q86V48"
"O75347","TBCA_HUMAN","TBCA","O75347"
"P30039","PBLD_HUMAN","PBLD","P30039"
"P07355","ANXA2_HUMAN","ANXA2","P07355"
"P19823","ITIH2_HUMAN","ITIH2","P19823"
"P15880","RS2_HUMAN","RPS2","P15880"
"Q96SZ5","AEDO_HUMAN","ADO","Q96SZ5"
"Q9BSJ8","ESYT1_HUMAN","ESYT1","Q9BSJ8"
"O75923","DYSF_HUMAN","DYSF","O75923"
"P12004","PCNA_HUMAN","PCNA","P12004"
"Q9Y6G9","DC1L1_HUMAN","DYNC1LI1","Q9Y6G9"
"Q86VS8","HOOK3_HUMAN","HOOK3","Q86VS8"
"P54317","LIPR2_HUMAN","PNLIPRP2","P54317"
"P01782","HV309_HUMAN","IGHV3-9","P0DP04;P01782"
"P01764","HV323_HUMAN","IGHV3-23","P0DP03;P01768;P01764;A0A0J9YY99"
"P01780","HV307_HUMAN","IGHV3-7","P01767;A0A0C4DH42;A0A0B4J1X5;P01762;P01780;A0A0J9YVY3;A0A0B4J1V1;P01763;P0DP02;P01772"
"Q8WUH1","CHUR_HUMAN","CHURC1","Q8WUH1"
"P15086","CBPB1_HUMAN","CPB1","P15086"
"P05556","ITB1_HUMAN","ITGB1","P05556"
"Q92619","HMHA1_HUMAN","ARHGAP45","Q92619"
"O15031","PLXB2_HUMAN","PLXNB2","O15031"
"P27824","CALX_HUMAN","CANX","P27824"
"P11234","RALB_HUMAN","RALB","P11234"
"O95294","RASL1_HUMAN","RASAL1","O95294"
"Q9UJU6","DBNL_HUMAN","DBNL","Q9UJU6"
"Q14767","LTBP2_HUMAN","LTBP2","Q14767"
"P36543;Q96A05","VATE1_HUMAN;VATE2_HUMAN","ATP6V1E1;ATP6V1E2","Q96A05;P36543"
"P00450","CERU_HUMAN","CP","P00450"
"Q9UQE7","SMC3_HUMAN","SMC3","Q9UQE7"
"P49588","SYAC_HUMAN","AARS1","P49588"
"P62913","RL11_HUMAN","RPL11","P62913"
"Q8IXI1","MIRO2_HUMAN","RHOT2","Q8IXI1"
"Q8IXI2","MIRO1_HUMAN","RHOT1","Q8IXI2"
"P49662","CASP4_HUMAN","CASP4","P49662"
"Q86TU7","SETD3_HUMAN","SETD3","Q86TU7"
"P09110","THIK_HUMAN","ACAA1","P09110"
"Q14257","RCN2_HUMAN","RCN2","Q14257"
"P09913","IFIT2_HUMAN","IFIT2","P09913"
"O00429","DNM1L_HUMAN","DNM1L","O00429"
"Q96TC7","RMD3_HUMAN","RMDN3","Q96TC7"
"Q13683","ITA7_HUMAN","ITGA7","Q13683"
"A5YM69","ARG35_HUMAN","ARHGEF35","A5YM69"
"P53816","PLAT3_HUMAN","PLAAT3","P53816"
"P62993","GRB2_HUMAN","GRB2","P62993"
"P19878","NCF2_HUMAN","NCF2","P19878"
"P09493","TPM1_HUMAN","TPM1","P09493"
"P67936","TPM4_HUMAN","TPM4","P67936"
"Q9NP74","PALMD_HUMAN","PALMD","Q9NP74"
"P11387","TOP1_HUMAN","TOP1","P11387"
"Q8NBN3","TM87A_HUMAN","TMEM87A","Q8NBN3"
"Q9BWH2","FUND2_HUMAN","FUNDC2","Q9BWH2"
"P16144","ITB4_HUMAN","ITGB4","P16144"
"P52565","GDIR1_HUMAN","ARHGDIA","P52565"
"Q9Y2W1","TR150_HUMAN","THRAP3","Q9Y2W1"
"Q96B26","EXOS8_HUMAN","EXOSC8","Q96B26"
"Q16831","UPP1_HUMAN","UPP1","Q16831"
"Q9UHY7","ENOPH_HUMAN","ENOPH1","Q9UHY7"
"Q8IWS0","PHF6_HUMAN","PHF6","Q8IWS0"
"Q9H4A4","AMPB_HUMAN","RNPEP","Q9H4A4"
"P48729","KC1A_HUMAN","CSNK1A1","P48729"
"P15822","ZEP1_HUMAN","HIVEP1","P15822"
"Q8TAX9","GSDMB_HUMAN","GSDMB","Q8TAX9"
"Q8N6S5","AR6P6_HUMAN","ARL6IP6","Q8N6S5"
"Q05655","KPCD_HUMAN","PRKCD","Q05655"
"Q9UBB4","ATX10_HUMAN","ATXN10","Q9UBB4"
"P16219","ACADS_HUMAN","ACADS","P16219"
"Q00839","HNRPU_HUMAN","HNRNPU","Q00839"
"O75426","FBX24_HUMAN","FBXO24","O75426"
"P18433","PTPRA_HUMAN","PTPRA","P18433"
"Q3LXA3","TKFC_HUMAN","TKFC","Q3LXA3"
"Q9BV36","MELPH_HUMAN","MLPH","Q9BV36"
"Q9BX68","HINT2_HUMAN","HINT2","Q9BX68"
"P23469","PTPRE_HUMAN","PTPRE","P23469"
"Q8WWM7","ATX2L_HUMAN","ATXN2L","Q8WWM7"
"Q0VD83","APOBR_HUMAN","APOBR","Q0VD83"
"Q92626","PXDN_HUMAN","PXDN","Q92626"
"Q14315","FLNC_HUMAN","FLNC","Q14315"
